"totalListings" "totalTickets" "minQuantity" "maxQuantity" "mapDisplayType" "eventid" "timestamp"
1064 2525 1 10 "section" 9220595 "06-27-2015_12.00.01"
1083 2795 1 20 "section" 9220596 "06-27-2015_12.00.15"
1105 2770 1 15 "section" 9220597 "06-27-2015_12.00.24"
1041 2449 1 10 "section" 9220595 "06-27-2015_18.00.01"
1050 2676 1 20 "section" 9220596 "06-27-2015_18.00.09"
1101 2741 1 15 "section" 9220597 "06-27-2015_18.00.19"
1029 2423 1 10 "section" 9220595 "06-28-2015_00.00.01"
1041 2652 1 20 "section" 9220596 "06-28-2015_00.00.58"
1101 2738 1 15 "section" 9220597 "06-28-2015_00.01.36"
1031 2429 1 10 "section" 9220595 "06-28-2015_06.00.01"
1040 2650 1 20 "section" 9220596 "06-28-2015_06.00.11"
1096 2721 1 15 "section" 9220597 "06-28-2015_06.00.19"
1019 2391 1 10 "section" 9220595 "06-28-2015_12.00.19"
1048 2656 1 20 "section" 9220596 "06-28-2015_12.00.38"
1094 2733 1 15 "section" 9220597 "06-28-2015_12.00.56"
987 2310 1 10 "section" 9220595 "06-28-2015_18.00.01"
1022 2593 1 20 "section" 9220596 "06-28-2015_18.00.21"
1062 2619 1 15 "section" 9220597 "06-28-2015_18.00.33"
950 2224 1 10 "section" 9220595 "06-29-2015_00.00.01"
988 2518 1 20 "section" 9220596 "06-29-2015_00.00.09"
1047 2575 1 15 "section" 9220597 "06-29-2015_00.00.23"
943 2210 1 10 "section" 9220595 "06-29-2015_06.00.01"
978 2498 1 20 "section" 9220596 "06-29-2015_06.00.43"
1042 2556 1 15 "section" 9220597 "06-29-2015_06.01.12"
934 2197 1 9 "section" 9220595 "06-29-2015_12.00.01"
988 2488 1 18 "section" 9220596 "06-29-2015_12.00.08"
1047 2549 1 15 "section" 9220597 "06-29-2015_12.00.14"
889 2051 1 10 "section" 9220595 "06-29-2015_18.00.01"
929 2336 1 18 "section" 9220596 "06-29-2015_18.00.12"
1011 2455 1 15 "section" 9220597 "06-29-2015_18.00.25"
837 1912 1 10 "section" 9220595 "06-30-2015_00.00.01"
894 2232 1 18 "section" 9220596 "06-30-2015_00.00.06"
999 2462 1 15 "section" 9220597 "06-30-2015_00.00.10"
830 1901 1 10 "section" 9220595 "06-30-2015_06.00.01"
893 2239 1 18 "section" 9220596 "06-30-2015_06.00.10"
998 2463 1 15 "section" 9220597 "06-30-2015_06.00.15"
757 1735 1 10 "section" 9220595 "06-30-2015_12.00.01"
853 2108 1 17 "section" 9220596 "06-30-2015_12.00.12"
979 2424 1 14 "section" 9220597 "06-30-2015_12.00.21"
253 662 1 12 "section" 9220595 "06-30-2015_18.00.01"
778 1940 1 17 "section" 9220596 "06-30-2015_18.00.04"
911 2290 1 13 "section" 9220597 "06-30-2015_18.00.15"
216 562 1 12 "section" 9220595 "07-01-2015_00.00.01"
714 1759 1 17 "section" 9220596 "07-01-2015_00.00.07"
845 2133 1 15 "section" 9220597 "07-01-2015_00.00.22"
213 552 1 12 "section" 9220595 "07-01-2015_06.00.01"
695 1734 1 17 "section" 9220596 "07-01-2015_06.00.04"
822 2089 1 15 "section" 9220597 "07-01-2015_06.00.16"
221 567 1 12 "section" 9220595 "07-01-2015_12.00.01"
684 1687 1 14 "section" 9220596 "07-01-2015_12.00.31"
771 1940 1 15 "section" 9220597 "07-01-2015_12.01.21"
177 440 1 10 "section" 9220595 "07-01-2015_18.00.03"
371 995 1 14 "section" 9220596 "07-01-2015_18.00.06"
379 1068 1 16 "section" 9220597 "07-01-2015_18.00.13"
172 429 1 10 "section" 9220595 "07-02-2015_00.00.01"
344 951 1 14 "section" 9220596 "07-02-2015_00.00.06"
373 1068 1 16 "section" 9220597 "07-02-2015_00.00.39"
171 420 1 10 "section" 9220595 "07-02-2015_06.00.01"
342 944 1 14 "section" 9220596 "07-02-2015_06.00.11"
377 1072 1 16 "section" 9220597 "07-02-2015_06.00.19"
228 516 1 10 "section" 9220595 "07-02-2015_12.00.01"
356 924 1 14 "section" 9220596 "07-02-2015_12.00.03"
395 1050 1 14 "section" 9220597 "07-02-2015_12.00.36"
262 581 1 8 "section" 9220595 "07-02-2015_18.00.01"
348 909 1 13 "section" 9220596 "07-02-2015_18.00.09"
372 1010 1 18 "section" 9220597 "07-02-2015_18.00.14"
264 591 1 8 "section" 9220595 "07-03-2015_00.00.01"
368 958 1 13 "section" 9220596 "07-03-2015_00.00.11"
433 1158 1 18 "section" 9220597 "07-03-2015_00.00.23"
253 562 1 8 "section" 9220595 "07-03-2015_06.00.01"
366 946 1 13 "section" 9220596 "07-03-2015_06.00.18"
436 1163 1 15 "section" 9220597 "07-03-2015_06.00.22"
266 617 1 20 "section" 9220595 "07-03-2015_12.00.01"
465 1229 1 22 "section" 9220596 "07-03-2015_12.00.17"
508 1300 1 11 "section" 9220597 "07-03-2015_12.00.31"
31 82 1 9 "section" 9220595 "07-03-2015_18.00.01"
455 1203 1 22 "section" 9220596 "07-03-2015_18.00.02"
526 1317 1 10 "section" 9220597 "07-03-2015_18.00.05"
